,author,subsme,subs,like
1659,/profile/ac6m3g3tgp44nn1wv8fpgfvqbm/,5,91,299
1660,/profile/9hb2188tb66fffjn0n6f6484mw/,3.4k,3.3k,131k
1661,/@nix/,384,823,26.2k
1662,/profile/7tazy36ayjya6gbrdrc4za392r/,3.6k,4.3k,129k
1663,/profile/2g8awxf0mhprdc8vcdncndxap4/,225,169,842
1664,/profile/jkchexpvw0cftxyweg1nrhg3bc/,1.8k,3.5k,139k
1665,/profile/mj89rdtyzr5f9ccuj9fe91b96m/,1.6k,3.1k,76.6k
1666,/profile/4fj9wfwuj3de19fuv9b7wdwvk0/,4.2k,2.5k,76.8k
1667,/profile/hvqmda55kfgtff8d63eq9e2kfc/,3.9k,2.6k,28.2k
1668,/@faun/,2.3k,1.9k,35.1k
1669,/@liya_si/,501,1.5k,75.2k
1670,/profile/ukgt41771ppm6k1bunj8mxqedr/,8,346,3.4k
1671,/profile/g8tvch7m1pwtqbaywhxfd7zgd0/,748,720,29.5k
1672,/@alena.a/,336,1.0k,56.7k
1673,/@kiyoko07/,83,135,819
1674,/@sofikys/,15,442,2.8k
1675,/@plinth_pavliniusa/,320,297,4.8k
1676,/@anabar/,155,354,8.2k
1677,/profile/jfak0k3vcy1yqz9vek3rp7ujdc/,14,189,1.2k
1678,/@iskatel/,5.9k,6.5k,63.7k
1679,/profile/e1ury202w37zz18d4h223583r8/,29.2k,17.3k,186k
1680,/profile/wv2knuvpuvp0fpmqww2vjxn6jc/,27,668,23.7k
1681,/@shed_one/,493,285,1.0k
1682,/profile/x3pt669x87kzuv54fprfwb4rm8/,2.2k,1.7k,39.0k
1683,/@katy8/,6.3k,2.6k,11.8k
1684,/@blonde/,1.0k,1.0k,47.6k
1685,/@galagen/,97,1.2k,95.9k
1686,/profile/xpbcwm14xh4hdckmz2nnzn6w50/,303,1.1k,7.9k
1687,/@sherzodxon83/,105,104,1.6k
1688,/@leo_nardo/,26.8k,10.5k,127k
1689,/profile/pcxhqpug67pwuk8m0pxn41gm5g/,523,523,6.3k
1690,/profile/gw3j099wppzyzdg5kkc95thqw0/,1.3k,1.0k,17.4k
1691,/profile/qjt46zbvmm8wxhp5et24t9ra8r/,810,568,8.7k
1692,/@olpoco/,1.1k,1.1k,22.5k
1693,/@lislan007/,8.2k,5.0k,94.3k
1694,/profile/qp39e44dgnhvemv1p217ggmqcw/,286,281,1.8k
1695,/profile/cup3w1rn60r85dhkfyc7qv07n8/,705,541,19.2k
1696,/profile/ku9p8kznrkhgw48m110p0n40p0/,5.3k,4.8k,291k
1697,/profile/29zaye6vbx5wz1m1ryc04p9tvw/,30,106,547
1698,/profile/u9vzm7rhqk7ne4cp5n8e4n1qug/,4.5k,2.9k,51.8k
1699,/profile/14ym4ujrd6ef312k3881tdym9m/,124,453,12.9k
1700,/@pillezky/,21.2k,6.4k,19.6k
1701,/profile/zpg80uqwc02wze1dpk2hhxndbg/,6.3k,3.1k,21.2k
1702,/@elena70/,334,1.4k,60.3k
1703,/@naralapic/,478,461,4.7k
1704,/profile/jrh7ecvhmrwgyy4y0q5080v0pr/,6,338,8.2k
1705,/profile/ab6zn15e1grbwjj78jx0uvgcxg/,848,923,12.9k
1706,/profile/uxjj6g4p97m8rtz4pyg9jzd8dm/,253,355,14.4k
1707,/profile/mhe6krqeq8c1kage34a7mrf738/,9,353,2.9k
1708,/@siantivia/,3.7k,2.2k,39.7k
1709,/profile/5ejar3ur1a1x3acxnmff9f6m6m/,120,1.4k,35.2k
1710,/profile/0xdbnagh8rcxvykczhr23cachm/,111,108,1.5k
1711,/profile/40gbbbh7rcmbhupxcg67aw90am/,82,1.3k,45.9k
1712,/profile/averjanova.olga2017/,1.8k,943,5.0k
1713,/@elen_w/,19,1.6k,55.7k
1714,/profile/wgvch0akw9yf17w7e3k3r64bvr/,1.7k,2.1k,138k
1715,/profile/u6pfttunuev86wvg13ttnaev58/,4.2k,4.2k,138k
1716,/@druid/,30.1k,17.0k,202k
1717,/profile/rbvp8kqy259n17ya1bveczaykm/,2.2k,1.1k,16.5k
1718,/profile/jjf6q7z8g3px4vqg8b3rd36crm/,178,182,606
1719,/@men_picture/,9.0k,4.7k,82.8k
1720,/profile/hxxpewk7q9vukhwrccbu11hk1m/,2.1k,1.6k,19.1k
1721,/profile/90p10wp8wmxcxanmybmzt118b4/,3.4k,2.7k,91.2k
1722,/profile/y217gbhqt4ueqd4awf167jxqv0/,94,192,1.2k
1723,/profile/eh9c1rhzcrj4zzwfrycj8t1ajm/,202,707,19.4k
1724,/profile/1wr2d9fkz1456cj5fxakaug2tm/,1.5k,3.2k,225k
1725,/profile/vknwgbhdqjp49u23qkkx99v7ur/,681,682,4.9k
1726,/@nadiia/,2.2k,1.3k,6.4k
1727,/profile/n7kdmzzybqcwjwwqr2cywyq6tr/,5.8k,3.2k,46.6k
1728,/profile/92m9n79v4rfh0hz2uwkg6kraq4/,1.0k,791,4.8k
1729,/profile/acc28cgmzyfyfmgb3twv2pdcrw/,1.4k,3.5k,171k
1730,/@terra_magic/,3.6k,2.5k,25.4k
1731,/profile/p7t71cdfh84bxkhpzywbvdrjnm/,2.2k,2.0k,80.3k
1732,/profile/320px5z7qtj25b5gajvurk0nd0/,1.3k,1.4k,48.5k
1733,/@irinushka6/,1.6k,1.7k,47.0k
1734,/profile/a528ypwfqvz8zeng3j01mgepkr/,1.4k,916,12.7k
1735,/@robin_bobin/,5.6k,4.1k,116k
1736,/@nord_wether/,885,1.2k,24.6k
1737,/profile/u84vfxapdgqw55f2n1er2rdfew/,231,289,1.6k
1738,/@zinger2660/,8,208,1.2k
1739,/@adelina/,4,60,442
1740,/profile/h7wa19aq8zm7hzb3ff0fcbjdn4/,354,373,1.3k
1741,/@solovey/,2.0k,2.7k,52.8k
1742,/@allunialuna/,1.2k,1.8k,52.8k
1743,/profile/u935615pqztmrvzegx26uw3c08/,1.5k,964,9.4k
1744,/@olfiika/,68,1.3k,54.3k
1745,/@arina_tip/,156,2.2k,294k
1746,/profile/ccn8x0vj34p4gjrr3jkdghg6fc/,2.0k,3.2k,57.6k
1747,/@zelfea/,57,348,9.5k
1748,/profile/gevvefyxnx05f86kh6vmrh025c/,165,1.3k,23.1k
1749,/profile/5g5z14x2w0hrjdgwmfgbk2awf8/,7,198,1.0k
1750,/@aleksika/,3.8k,3.5k,91.2k
1751,/@aerospace/,5.2k,2.8k,34.5k
1752,/@lukomorye/,500,254,892
1753,/profile/n2hjkcephg542xvr921tx2w34c/,4.5k,2.9k,43.3k
1754,/@1824/,1.3k,1.3k,42.6k
1755,/profile/65zbnex1ary7b8qth686qdngbm/,452,409,8.2k
1756,/@mil_a/,7.5k,5.4k,146k
1757,/@chupacabra/,3.4k,3.1k,28.8k
1758,/@4vsadnik/,1.9k,1.8k,20.4k
1759,/@dovod/,1,687,32.2k
1760,/@nadia_webdesign/,37,54,527
1761,/profile/rnp8rc15vaxfxcp3hhr84h9nk8/,6,56,294
1762,/profile/rchh15cm2612rnyxyu0439qn58/,2.1k,1.2k,10.3k
1763,/profile/w6t5ddjxhjc5z5ad49xar0xuvm/,22,28,257
1764,/@licht_real/,259,2.3k,131k
1765,/profile/nfv9mc0z7fx1qchdfkpa5xz1vg/,835,658,16.3k
1766,/@soulblogger/,3.0k,1.9k,24.7k
1767,/@tati08/,147,1.2k,71.1k
1768,/profile/bke12v4gbev06bjhtuz38aj2gg/,926,593,3.6k
1769,/@4796/,25.4k,10.8k,274k
1770,/profile/6vy9dahebfpwvqtfx62qt04f6r/,155,156,3.1k
1771,/@sofi.havtoyan/,173,503,12.5k
1772,/profile/jghb5qf58nu3xc6bpp8304p9zg/,449,465,8.3k
1773,/@hoppipolla13/,755,1.4k,66.7k
1774,/@dragan/,2.0k,1.7k,64.3k
1775,/@beloysova/,4.1k,4.1k,98.1k
1776,/profile/aka3dtngwu638bpa5z0qx5vqe0/,341,216,1.9k
1777,/profile/5zwzt4v6mf11gbgr0zh9bqctwg/,1.7k,1.6k,37.7k
1778,/@cooltopic/,4.1k,2.7k,26.6k
1779,/profile/0re0kg28yq83h6k6gq7d0w674g/,4.4k,3.1k,143k
1780,/@sanbeam/,3.0k,2.8k,160k
