,author,subsme,subs,like
854,/@powelitelnica5kotov/,3.3k,1.8k,12.6k
855,/profile/fbx3995jamazjc3mmzk3252jg8/,218,277,4.1k
856,/@bria/,82,2.6k,248k
857,/profile/jnuz0w1trphyrgex64n16tuhm8/,162,177,1.5k
858,/profile/77mq7x4n959hgzzpfgf5prjfwr/,1.0k,1.0k,36.0k
859,/@aysik/,5.9k,3.9k,56.0k
860,/@alexobrin/,9.1k,6.1k,54.8k
861,/profile/8akt362nxtw58bwxpx0tgnpywm/,180,1.5k,87.8k
862,/@andrewcassel/,8.4k,4.8k,122k
863,/profile/rkxuzazga0e9tn9jn7dp78vp0m/,5.3k,5.1k,137k
864,/@vale4ka/,14.6k,6.1k,115k
865,/profile/zpqx2kkruryew1fzgjwtb6dngw/,12,41,141
866,/profile/rveu3wkwdbcweubeqe8t2qhuuw/,3.5k,2.8k,105k
867,/@jaroslayer/,10.7k,5.6k,104k
868,/@kseniyasugako/,901,750,27.8k
869,/@darina/,3.8k,7.3k,289k
870,/@kollaps_evil_empire/,669,673,12.6k
871,/@artem16/,28.5k,10.6k,103k
872,/profile/r27a2jx1h0pfdyjjuy2ppf1p4g/,30.1k,13.4k,144k
873,/@gor_art/,444,3.5k,146k
874,/profile/bjcrjq2nr1cwkrdx9m947yzpc8/,5,522,10.8k
875,/profile/2wx10rt88ww2n38gbz10fztrv8/,9.6k,9.0k,352k
876,/profile/n9qrqc4m5qhnhd57v0w2bm54bm/,4.7k,3.4k,159k
877,/@extraviz/,44.6k,18.3k,114k
878,/@stonestorytelling/,510,1.7k,66.9k
879,/@medveditsa/,250,900,32.9k
880,/@brume/,387,593,26.6k
881,/profile/wm31t1mf5udkdkm6ayjzxqpzxr/,22.4k,9.6k,71.7k
882,/profile/xrbduq4bt7zjvyvc2054x8168g/,391,905,45.6k
883,/@280712/,744,617,2.9k
884,/profile/w1767gk8htq3nuhxmr4be0guwc/,200,1.2k,2.8k
885,/profile/wtxcv0hd5wk80qr1mawuyyj7rm/,21.5k,9.4k,68.9k
886,/profile/puk5ax3an83ex0xvnmw5qkdf1g/,3.2k,2.4k,48.1k
887,/profile/kbhuckz9a6ymetmjbh1m6w0x80/,775,472,1.3k
888,/@amir1000/,3.0k,1.2k,7.8k
889,/profile/5kun231hafakq9kmybnbr0p9bc/,3.4k,3.3k,190k
890,/@anies/,13.9k,7.3k,103k
891,/profile/km8vu3r8xmycuzhqf4ry42qkx8/,1.0k,1.0k,58.4k
892,/@pachka/,45,322,7.0k
893,/profile/pushkin24av/,7.2k,6.4k,42.9k
894,/profile/qmtteaa4k52p7xvfhd4k4wqd6m/,8.3k,3.5k,85.0k
895,/profile/z90g6ccwdgwxzpk3mh7mw6qj84/,965,529,7.4k
896,/profile/78kvapxkqvwxcc80z4gv6em8xm/,14.0k,7.7k,134k
897,/profile/1zfm2e3r2tvj5kaw4teudceutm/,191,191,4.7k
898,/@leschiy75/,7.5k,5.5k,249k
899,/profile/y2rd1n4magy9gw27k178b50hwc/,2.2k,2.2k,95.7k
900,/profile/45jqq5cx7xc1m26zurmw6qtcqg/,17.5k,7.8k,57.2k
901,/profile/7aebg5baggr41117bpafj65rmw/,3.0k,1.9k,23.8k
902,/@nikadragonrockstar/,5.4k,2.9k,20.3k
903,/@tanli2/,10.7k,7.2k,230k
904,/profile/91gabbkkxtcjzdtten91e5pfu4/,1.2k,1.6k,30.3k
905,/profile/n8ykxeyamu9zn5dhb0vt4jupq4/,106,371,4.3k
906,/profile/pztpcfp2rxkfebux3ctv9a6cj8/,12,87,539
907,/@atim58/,5.6k,6.5k,159k
908,/@natalias/,411,2.6k,106k
909,/@ejiki/,1.5k,913,3.2k
910,/@iva/,9.7k,4.1k,27.0k
911,/@vell/,5.6k,4.4k,209k
912,/@masha-isterika/,1.8k,1.4k,40.5k
913,/profile/qztm6c77wmnzugnt7x1357n3a4/,9.1k,3.6k,24.4k
914,/@lenadjun/,5.1k,5.5k,273k
915,/@mirage1991/,25.2k,8.8k,90.4k
916,/profile/uwm4cnxn030jtpvwewe4uk9cfc/,496,493,17.9k
917,/@elena27/,2.0k,2.6k,125k
918,/profile/kqh6j3pm8ptkggg6f06zmcm71g/,715,652,16.8k
919,/@mar_gore/,101,1.3k,98.1k
920,/@liubov/,651,1.7k,66.3k
921,/profile/jtv3f93kqxqfqtttjv0yf0evbm/,2.7k,3.2k,102k
922,/@lili2/,882,736,18.9k
923,/@idaartjewelry/,614,1.0k,14.7k
924,/@ozhereleva/,1.7k,1.3k,43.6k
925,/profile/xqyeapc87v5cyhpmf351am2vqw/,6.2k,2.5k,10.1k
926,/@gerald33/,88,99,418
927,/profile/hw3tvmf0p58rzegbm91m8eu5w0/,3.0k,3.8k,510k
928,/@natali_love_art/,5.3k,3.6k,106k
929,/@katey404/,5.9k,6.0k,158k
930,/profile/08957w2qkjew89zg0d3kqw69jr/,475,1.3k,114k
931,/@buda/,21.4k,23.2k,189k
932,/@irinau/,3.4k,5.3k,238k
933,/profile/wegfyn65ap4dptruk6c90np2pm/,5.5k,3.2k,77.7k
934,/@feera/,578,1.2k,33.5k
935,/@lisa23/,6.3k,4.5k,238k
936,/profile/rt5rqj8vc7uyfczhuhb2hnmczc/,253,239,1.8k
937,/@president/,23.2k,13.0k,15.7k
938,/@vedernickov.ru/,9.9k,9.4k,97.2k
939,/@natalia_kukartseva/,129,188,1.0k
940,/profile/9yabd3a9px6gfa0t5vgw0d6za4/,5.7k,3.1k,7.8k
941,/profile/eu9kvcc485w7hdjjczbpf1w01m/,4,55,309
942,/@karma/,6.3k,5.0k,141k
943,/profile/mcdch5kx6r4pr405tbd060t7wm/,3.7k,3.0k,120k
944,/@kali/,13.6k,9.6k,239k
945,/profile/k07e9n9pcctu5uyubgdz3f99wr/,2.7k,2.3k,136k
946,/profile/cdx1rqycj2d3cp00u10u6urd30/,4.2k,3.7k,126k
947,/profile/g6k0yk8wcb6qm2qnry06hxgndg/,602,798,16.4k
948,/profile/4x96qk5h9dwj3rvp0uczxwfp1r/,3.5k,2.2k,13.2k
949,/profile/9jpkz4az14k341vzp1huwvr37c/,2.6k,2.5k,68.0k
950,/profile/Remonttehniki56/,12.6k,6.2k,118k
951,/profile/639yhc4y8k1t0zyfjzuaqxcy28/,4,286,3.4k
952,/profile/86k39trvr6qda25vctarw4w720/,6.4k,4.0k,107k
953,/@timka3xa/,0,223,2.4k
954,/@svet2023/,4.0k,3.2k,108k
955,/@maharius/,3.2k,2.0k,15.9k
956,/@harliquenn/,843,758,7.6k
957,/profile/zy43rhjn5nyydk412zd7uk9t4r/,4.5k,3.0k,54.6k
958,/@avdeysh/,128,415,6.2k
959,/@pchelka62/,2.3k,1.6k,21.9k
960,/profile/29wckt1qywygr39ybpev8n1aur/,5,92,650
961,/profile/h3cz0xnx8frm6q9ntuw8euf9eg/,1.9k,1.9k,11.7k
962,/profile/px9hu4wej37wyxx4z4y0prw0t4/,1.4k,1.4k,34.5k
963,/profile/d3hxa1m8g19tk9gx8e0ymzn1dg/,12,1.5k,40.2k
964,/profile/hc3ct5pzkwc07w9gfp6wdhbd44/,3,269,6.9k
965,/profile/x9twdjk8r0xtquwvj3jtyz5m6r/,1,33,258
966,/profile/horrorkartinki/,191,2.0k,116k
967,/@krisvo/,1.6k,3.6k,130k
968,/@elena_zologina/,955,1.7k,103k
969,/@svetlezok/,8.3k,5.6k,176k
970,/@resonata/,90,3.0k,131k
971,/profile/vh9fy21q9e63z68yftea2juzy4/,455,1.4k,90.5k
972,/profile/mu951m4ptcbyja0v56r6m2pnzg/,247,132,441
973,/profile/gyw9uaayny1q2x4gc61zdqwh3w/,58,270,5.5k
974,/@aniila/,303,1.2k,83.2k
975,/@galinade/,12.4k,3.9k,50.7k
976,/profile/g86ta58g98xuxv8d9ufaf0px9r/,46.8k,21.4k,138k
977,/@artibelle/,302,1.7k,95.7k
978,/@july/,193,183,995
979,/@pokaifu/,2,87,537
980,/profile/bx0y3vcu71jeemy2q5kr8ng610/,598,365,1.7k
981,/profile/xftthb01wpkqzzc90evtk1q1ew/,255,247,1.3k
982,/profile/1ubbr9fcn1dbwmu7qq5wwwdud0/,8,55,250
983,/profile/jurjdbqx3pfcb3m2hvygm7fp5r/,60,125,934
984,/profile/9h6zhmemucwkr3m0m78z2chzc4/,4.2k,3.8k,72.0k
985,/@yanayana/,150,443,13.0k
986,/@big_faretenneg/,1,1.2k,79.0k
987,/@shurik/,106,1.8k,120k
988,/profile/u2myezbt88gxktmepfxkjanerw/,4.5k,3.1k,49.5k
989,/profile/yed7a0325bgpeu5ycdd3fgj7xg/,2.4k,2.4k,41.7k
990,/profile/fmnr3a676ty6azyqn9fba0rgz8/,2.9k,1.5k,11.1k
991,/profile/d2vjwy6bvwv8nmg8bwtgayeqz8/,1.7k,1.3k,90.7k
992,/profile/v5egyufhk2b9fa5njtgz5r6vug/,7.5k,4.5k,79.2k
993,/@angry_kit/,4.8k,2.5k,19.9k
994,/profile/4kedr85q3h6u78gr8btbxeg69g/,814,1.0k,47.3k
995,/@tsdubrovina/,98,122,752
996,/profile/x345v1rqdect4497cxndm1cpac/,417,533,17.0k
997,/profile/kochetkovavaliusha/,11.5k,8.2k,714k
998,/profile/4ujn1uznjh4wtatk6m8ajtajq8/,44,267,8.6k
999,/@galina-13/,1.9k,2.7k,101k
